,Faixa de Gasto Baixa Credito,Faixa de Gasto Media Credito,Faixa de Gasto Alta Credito,Faixa de Gasto Muito Alta Credito,Faixa de Gasto Baixa Debito,Faixa de Gasto Media Debito,Faixa de Gasto Alta Debito,Faixa de Gasto Muito Alta Debito,Perfil de Investimento
461518,0.039586919104991396,0.008605851979345954,0.029259896729776247,0.0189328743545611,0.3924268502581756,0.4027538726333907,0.06884681583476764,0.039586919104991396,ultraconservador
244213,0.009985734664764621,0.019971469329529243,0.019971469329529243,0.039942938659058486,0.6105563480741797,0.039942938659058486,0.2296718972895863,0.029957203994293864,ultraconservador
180824,0.029525032092426188,0.019255455712451863,0.019255455712451863,0.05006418485237484,0.37098844672657255,0.4120667522464698,0.0693196405648267,0.029525032092426188,ultraconservador
891214,0.0498960498960499,0.01975051975051975,0.01975051975051975,0.01975051975051975,0.3908523908523909,0.3908523908523909,0.0997920997920998,0.009355509355509356,ultraconservador
530012,0.05,0.03939393939393939,0.02878787878787879,0.02878787878787879,0.5424242424242425,0.0803030303030303,0.19090909090909092,0.03939393939393939,ultraconservador
223884,0.008862629246676515,0.008862629246676515,0.03988183161004431,0.050221565731166914,0.5420974889217134,0.06942392909896603,0.2511078286558346,0.029542097488921712,ultraconservador
495048,0.02866779089376054,0.008431703204047217,0.0387858347386172,0.02866779089376054,0.3827993254637437,0.4839797639123103,0.02866779089376054,0.0,ultraconservador
113068,0.009727626459143969,0.048638132295719845,0.029182879377431907,0.038910505836575876,0.6342412451361867,0.0,0.20038910505836577,0.038910505836575876,ultraconservador
438722,0.039923954372623575,0.028517110266159697,0.019011406844106463,0.019011406844106463,0.3517110266159696,0.4220532319391635,0.11026615969581749,0.009505703422053232,ultraconservador
242297,0.019771071800208116,0.009365244536940686,0.019771071800208116,0.03954214360041623,0.4006243496357961,0.45161290322580644,0.04994797086368366,0.009365244536940686,ultraconservador
833788,0.05012853470437018,0.019280205655526992,0.02956298200514139,0.03984575835475578,0.5514138817480719,0.05012853470437018,0.21979434447300772,0.03984575835475578,ultraconservador
261401,0.050078247261345854,0.018779342723004695,0.050078247261345854,0.03912363067292645,0.5226917057902973,0.3004694835680751,0.018779342723004695,0.0,ultraconservador
533705,0.019308943089430895,0.039634146341463415,0.039634146341463415,0.009146341463414634,0.6524390243902439,0.15040650406504066,0.0701219512195122,0.019308943089430895,ultraconservador
586250,0.019289340101522844,0.019289340101522844,0.019289340101522844,0.009137055837563452,0.41116751269035534,0.43147208121827413,0.09035532994923857,0.0,ultraconservador
117073,0.019490254872563718,0.029985007496251874,0.008995502248875561,0.049475262368815595,0.431784107946027,0.35082458770614694,0.07946026986506746,0.029985007496251874,ultraconservador
113022,0.04920212765957447,0.009308510638297872,0.0398936170212766,0.02925531914893617,0.6329787234042553,0.0,0.21010638297872342,0.02925531914893617,ultraconservador
709452,0.03003003003003003,0.03903903903903904,0.03903903903903904,0.04954954954954955,0.512012012012012,0.13963963963963963,0.16066066066066065,0.03003003003003003,ultraconservador
154214,0.029038112522686024,0.009074410163339383,0.019963702359346643,0.039927404718693285,0.44283121597096187,0.3411978221415608,0.06896551724137931,0.04900181488203267,ultraconservador
496057,0.0196078431372549,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.5718954248366013,0.09967320261437909,0.23039215686274508,0.0392156862745098,ultraconservador
654683,0.029743589743589743,0.009230769230769232,0.04923076923076923,0.04,0.46153846153846156,0.14974358974358976,0.2205128205128205,0.04,ultraconservador
186158,0.029801324503311258,0.029801324503311258,0.019867549668874173,0.019867549668874173,0.3509933774834437,0.4205298013245033,0.08940397350993377,0.039735099337748346,ultraconservador
736713,0.03974358974358974,0.029487179487179487,0.03974358974358974,0.03974358974358974,0.5525641025641026,0.2705128205128205,0.008974358974358974,0.019230769230769232,ultraconservador
468157,0.03896103896103896,0.05009276437847866,0.03896103896103896,0.05009276437847866,0.48237476808905383,0.17996289424860853,0.14100185528756956,0.01855287569573284,ultraconservador
735966,0.01991150442477876,0.01991150442477876,0.01991150442477876,0.029867256637168143,0.5508849557522124,0.27986725663716816,0.03982300884955752,0.03982300884955752,ultraconservador
137865,0.03902439024390244,0.03902439024390244,0.00975609756097561,0.03902439024390244,0.34146341463414637,0.5024390243902439,0.02926829268292683,0.0,ultraconservador
893172,0.04892966360856269,0.0290519877675841,0.04892966360856269,0.039755351681957186,0.4831804281345566,0.22018348623853212,0.12079510703363915,0.009174311926605505,ultraconservador
237528,0.03907380607814761,0.049204052098408106,0.01881331403762663,0.03907380607814761,0.4934876989869754,0.16063675832127353,0.170767004341534,0.02894356005788712,ultraconservador
346307,0.049886621315192746,0.01927437641723356,0.02947845804988662,0.01927437641723356,0.31065759637188206,0.49206349206349204,0.07029478458049887,0.009070294784580499,ultraconservador
195988,0.01971090670170828,0.03942181340341656,0.02890932982917214,0.03942181340341656,0.5532194480946123,0.03942181340341656,0.240473061760841,0.03942181340341656,ultraconservador
884792,0.03968253968253968,0.009070294784580499,0.049886621315192746,0.03968253968253968,0.572562358276644,0.24036281179138322,0.02947845804988662,0.01927437641723356,ultraconservador
580514,0.02888086642599278,0.019855595667870037,0.02888086642599278,0.048736462093862815,0.5541516245487365,0.1407942238267148,0.14981949458483754,0.02888086642599278,ultraconservador
540071,0.029487179487179487,0.029487179487179487,0.05,0.029487179487179487,0.5012820512820513,0.32051282051282054,0.0,0.03974358974358974,ultraconservador
783872,0.029748283752860413,0.019450800915331808,0.04919908466819222,0.019450800915331808,0.40160183066361554,0.32151029748283755,0.14988558352402745,0.009153318077803204,ultraconservador
771903,0.029850746268656716,0.04936854190585534,0.029850746268656716,0.029850746268656716,0.3409873708381171,0.4213547646383467,0.05970149253731343,0.03903559127439724,ultraconservador
292745,0.01953125,0.0390625,0.01953125,0.029296875,0.5234375,0.28125,0.048828125,0.0390625,ultraconservador
677184,0.03987730061349693,0.049079754601226995,0.029141104294478526,0.019938650306748466,0.3512269938650307,0.450920245398773,0.0598159509202454,0.0,ultraconservador
219528,0.009433962264150943,0.049266247379454925,0.029350104821802937,0.019916142557651992,0.4412997903563941,0.3417190775681342,0.07966457023060797,0.029350104821802937,ultraconservador
863318,0.01940755873340143,0.009193054136874362,0.0296220633299285,0.01940755873340143,0.4014300306435138,0.44126659856996936,0.03983656792645557,0.03983656792645557,ultraconservador
630666,0.04926108374384237,0.019704433497536946,0.019704433497536946,0.029556650246305417,0.49137931034482757,0.15024630541871922,0.2204433497536946,0.019704433497536946,ultraconservador
271342,0.01945945945945946,0.02918918918918919,0.04,0.02918918918918919,0.5124324324324324,0.16,0.2,0.00972972972972973,ultraconservador
298701,0.049079754601226995,0.0392638036809816,0.0196319018404908,0.0392638036809816,0.6122699386503068,0.06012269938650307,0.1705521472392638,0.0098159509202454,ultraconservador
621332,0.039764359351988215,0.039764359351988215,0.029455081001472753,0.029455081001472753,0.4418262150220913,0.16936671575846834,0.2106038291605302,0.039764359351988215,ultraconservador
360085,0.029487179487179487,0.029487179487179487,0.03974358974358974,0.03974358974358974,0.5820512820512821,0.1294871794871795,0.11025641025641025,0.03974358974358974,ultraconservador
630156,0.01904761904761905,0.039285714285714285,0.039285714285714285,0.009523809523809525,0.6630952380952381,0.009523809523809525,0.19047619047619047,0.02976190476190476,ultraconservador
716945,0.01908957415565345,0.039647577092511016,0.01908957415565345,0.02936857562408223,0.4522760646108664,0.32158590308370044,0.11013215859030837,0.00881057268722467,ultraconservador
862193,0.01881331403762663,0.049204052098408106,0.03907380607814761,0.02894356005788712,0.5238784370477568,0.09985528219971057,0.23154848046309695,0.008683068017366137,ultraconservador
751704,0.019289340101522844,0.019289340101522844,0.029441624365482234,0.019289340101522844,0.63248730964467,0.09035532994923857,0.17055837563451776,0.019289340101522844,ultraconservador
448838,0.03912363067292645,0.050078247261345854,0.0297339593114241,0.0297339593114241,0.37089201877934275,0.20031298904538342,0.2300469483568075,0.050078247261345854,ultraconservador
739559,0.0199501246882793,0.029925187032418952,0.00997506234413965,0.0199501246882793,0.3403990024937656,0.4401496259351621,0.12967581047381546,0.00997506234413965,ultraconservador
639623,0.03968253968253968,0.03968253968253968,0.03968253968253968,0.04894179894179894,0.4113756613756614,0.2208994708994709,0.16005291005291006,0.03968253968253968,ultraconservador
262225,0.019629225736095966,0.019629225736095966,0.019629225736095966,0.019629225736095966,0.3914940021810251,0.32061068702290074,0.18974918211559433,0.019629225736095966,ultraconservador
394123,0.019011406844106463,0.028517110266159697,0.019011406844106463,0.019011406844106463,0.3726235741444867,0.34220532319391633,0.19011406844106463,0.009505703422053232,ultraconservador
886039,0.029441624365482234,0.03959390862944162,0.019289340101522844,0.019289340101522844,0.5725888324873096,0.029441624365482234,0.25076142131979695,0.03959390862944162,ultraconservador
895759,0.039192399049881234,0.019002375296912115,0.0498812351543943,0.019002375296912115,0.3515439429928741,0.47268408551068886,0.039192399049881234,0.009501187648456057,ultraconservador
355849,0.04009163802978236,0.029782359679266894,0.04009163802978236,0.029782359679266894,0.35051546391752575,0.49140893470790376,0.009163802978235968,0.009163802978235968,ultraconservador
182777,0.04925053533190578,0.03961456102783726,0.029978586723768737,0.019271948608137045,0.360813704496788,0.42184154175588867,0.03961456102783726,0.03961456102783726,ultraconservador
894647,0.029966703662597113,0.03995560488346282,0.03995560488346282,0.049944506104328525,0.49056603773584906,0.11986681465038845,0.2097669256381798,0.01997780244173141,ultraconservador
293646,0.04922644163150492,0.01969057665260197,0.03938115330520394,0.029535864978902954,0.6624472573839663,0.170182841068917,0.01969057665260197,0.009845288326300985,ultraconservador
639620,0.019667170953101363,0.028744326777609682,0.039334341906202726,0.019667170953101363,0.5431164901664145,0.1800302571860817,0.11951588502269289,0.049924357034795766,ultraconservador
523939,0.00949367088607595,0.020042194092827006,0.020042194092827006,0.029535864978902954,0.6613924050632911,0.049578059071729956,0.169831223628692,0.04008438818565401,ultraconservador
180461,0.02959183673469388,0.02959183673469388,0.019387755102040816,0.03979591836734694,0.6520408163265307,0.0,0.18979591836734694,0.03979591836734694,ultraconservador
378776,0.0194954128440367,0.040137614678899085,0.009174311926605505,0.02981651376146789,0.4713302752293578,0.3302752293577982,0.08027522935779817,0.0194954128440367,ultraconservador
863874,0.029641185647425898,0.029641185647425898,0.0499219968798752,0.0093603744149766,0.38065522620904835,0.40093603744149764,0.0998439937597504,0.0,ultraconservador
752801,0.00927357032457496,0.0401854714064915,0.00927357032457496,0.00927357032457496,0.45131375579598143,0.46213292117465227,0.00927357032457496,0.00927357032457496,ultraconservador
541970,0.019313304721030045,0.019313304721030045,0.030042918454935622,0.04935622317596566,0.3208154506437768,0.4613733905579399,0.09978540772532189,0.0,ultraconservador
784018,0.038917089678511,0.049069373942470386,0.049069373942470386,0.028764805414551606,0.48392554991539766,0.08967851099830795,0.21150592216582065,0.049069373942470386,ultraconservador
717370,0.029159519725557463,0.04974271012006861,0.018867924528301886,0.04974271012006861,0.5128644939965694,0.24013722126929674,0.07032590051457976,0.029159519725557463,ultraconservador
575114,0.040229885057471264,0.019157088122605363,0.028735632183908046,0.019157088122605363,0.5632183908045977,0.13984674329501914,0.16091954022988506,0.028735632183908046,ultraconservador
538799,0.028933092224231464,0.028933092224231464,0.039783001808318265,0.028933092224231464,0.6347197106690777,0.039783001808318265,0.16998191681735986,0.028933092224231464,ultraconservador
616843,0.03913630229419703,0.029689608636977057,0.029689608636977057,0.029689608636977057,0.5222672064777328,0.12955465587044535,0.21052631578947367,0.009446693657219974,ultraconservador
896620,0.03949730700179533,0.019748653500897665,0.019748653500897665,0.019748653500897665,0.6642728904847397,0.02872531418312388,0.17953321364452424,0.02872531418312388,ultraconservador
386711,0.020053475935828877,0.029411764705882353,0.040106951871657755,0.029411764705882353,0.3609625668449198,0.3502673796791444,0.14037433155080214,0.029411764705882353,ultraconservador
271842,0.01950162513542795,0.04983748645720477,0.01950162513542795,0.01950162513542795,0.5417118093174431,0.28060671722643554,0.04983748645720477,0.01950162513542795,ultraconservador
371391,0.040097205346294046,0.040097205346294046,0.02916160388821385,0.02916160388821385,0.4313487241798299,0.2709599027946537,0.10935601458080195,0.04981773997569866,ultraconservador
533882,0.04983388704318937,0.029900332225913623,0.009966777408637873,0.029900332225913623,0.5703211517165006,0.2602436323366556,0.009966777408637873,0.03986710963455149,ultraconservador
518704,0.02,0.02,0.04,0.04,0.5,0.22,0.15,0.01,ultraconservador
333285,0.009615384615384616,0.039663461538461536,0.019230769230769232,0.039663461538461536,0.390625,0.32091346153846156,0.1502403846153846,0.030048076923076924,ultraconservador
442490,0.019184652278177457,0.02997601918465228,0.019184652278177457,0.039568345323741004,0.4616306954436451,0.26139088729016785,0.11990407673860912,0.049160671462829736,ultraconservador
211867,0.04904632152588556,0.02997275204359673,0.02997275204359673,0.039509536784741145,0.5122615803814714,0.06948228882833787,0.22070844686648503,0.04904632152588556,ultraconservador
641540,0.038535645472061654,0.038535645472061654,0.038535645472061654,0.019267822736030827,0.5741811175337187,0.22157996146435452,0.05009633911368015,0.019267822736030827,ultraconservador
627192,0.009404388714733543,0.009404388714733543,0.009404388714733543,0.029258098223615466,0.4117032392894462,0.4117032392894462,0.0794148380355277,0.03970741901776385,ultraconservador
787676,0.04015544041450777,0.04922279792746114,0.019430051813471502,0.029792746113989636,0.5621761658031088,0.22020725388601037,0.05958549222797927,0.019430051813471502,ultraconservador
481493,0.039473684210526314,0.019005847953216373,0.039473684210526314,0.039473684210526314,0.4926900584795322,0.10964912280701754,0.22076023391812866,0.039473684210526314,ultraconservador
406955,0.039334341906202726,0.049924357034795766,0.028744326777609682,0.009077155824508321,0.3615733736762481,0.3918305597579425,0.11951588502269289,0.0,ultraconservador
551280,0.019011406844106463,0.039923954372623575,0.019011406844106463,0.028517110266159697,0.3517110266159696,0.32129277566539927,0.21102661596958175,0.009505703422053232,ultraconservador
846574,0.04012841091492777,0.019261637239165328,0.028892455858747994,0.04012841091492777,0.5425361155698234,0.21990369181380418,0.09951845906902086,0.009630818619582664,ultraconservador
739616,0.02947845804988662,0.01927437641723356,0.01927437641723356,0.01927437641723356,0.36167800453514737,0.391156462585034,0.12018140589569161,0.03968253968253968,ultraconservador
600442,0.019077901430842606,0.0397456279809221,0.0397456279809221,0.019077901430842606,0.47217806041335453,0.29093799682034976,0.10015898251192369,0.019077901430842606,ultraconservador
832485,0.028875379939209727,0.028875379939209727,0.03951367781155015,0.028875379939209727,0.41185410334346506,0.34194528875379937,0.08054711246200608,0.03951367781155015,ultraconservador
528232,0.0391304347826087,0.0391304347826087,0.0391304347826087,0.01884057971014493,0.372463768115942,0.30144927536231886,0.14057971014492754,0.04927536231884058,ultraconservador
716167,0.029411764705882353,0.029411764705882353,0.01995798319327731,0.03991596638655462,0.5714285714285714,0.19012605042016806,0.11029411764705882,0.009453781512605041,ultraconservador
789030,0.0395778364116095,0.0395778364116095,0.029023746701846966,0.0395778364116095,0.5725593667546174,0.12005277044854881,0.1503957783641161,0.009234828496042216,ultraconservador
374757,0.009538950715421303,0.028616852146263912,0.0397456279809221,0.0397456279809221,0.5023847376788553,0.33068362480127184,0.009538950715421303,0.0397456279809221,ultraconservador
689432,0.01938610662358643,0.01938610662358643,0.03877221324717286,0.029079159935379646,0.5831987075928917,0.14054927302100162,0.15993537964458804,0.009693053311793215,ultraconservador
519952,0.019206145966709345,0.019206145966709345,0.03969270166453265,0.019206145966709345,0.6325224071702945,0.0499359795134443,0.18053777208706787,0.03969270166453265,ultraconservador
629915,0.008976660682226212,0.019748653500897665,0.03949730700179533,0.019748653500897665,0.5224416517055656,0.26032315978456017,0.12926391382405744,0.0,ultraconservador
441830,0.01890359168241966,0.03969754253308128,0.04914933837429111,0.03969754253308128,0.6521739130434783,0.0,0.19092627599243855,0.00945179584120983,ultraconservador
572805,0.030012004801920768,0.01920768307322929,0.03961584633853541,0.030012004801920768,0.5918367346938775,0.01920768307322929,0.25090036014405764,0.01920768307322929,ultraconservador
803813,0.040123456790123455,0.029320987654320986,0.009259259259259259,0.009259259259259259,0.5617283950617284,0.14969135802469136,0.18055555555555555,0.020061728395061727,ultraconservador
324511,0.02912621359223301,0.009708737864077669,0.02912621359223301,0.038834951456310676,0.7339805825242719,0.0,0.14951456310679612,0.009708737864077669,ultraconservador
581008,0.01935483870967742,0.04946236559139785,0.03978494623655914,0.01935483870967742,0.5225806451612903,0.07956989247311828,0.22043010752688172,0.04946236559139785,ultraconservador
170727,0.029927760577915376,0.04953560371517028,0.009287925696594427,0.0392156862745098,0.42105263157894735,0.40144478844169246,0.0,0.04953560371517028,ultraconservador
501771,0.039473684210526314,0.009398496240601503,0.039473684210526314,0.03007518796992481,0.4116541353383459,0.3815789473684211,0.039473684210526314,0.04887218045112782,ultraconservador
445356,0.029312288613303268,0.0496054114994363,0.029312288613303268,0.03945885005636979,0.6133032694475761,0.03945885005636979,0.1600901916572717,0.03945885005636979,ultraconservador
660057,0.029263370332996974,0.039354187689202826,0.04944500504540868,0.01917255297679112,0.39152371342078707,0.29162462159434915,0.14026236125126135,0.039354187689202826,ultraconservador
591711,0.009489916963226572,0.018979833926453145,0.02965599051008304,0.02965599051008304,0.41162514827995256,0.41162514827995256,0.07947805456702253,0.009489916963226572,ultraconservador
497444,0.019021739130434784,0.019021739130434784,0.019021739130434784,0.019021739130434784,0.48233695652173914,0.23097826086956522,0.2105978260869565,0.0,ultraconservador
450879,0.03868471953578337,0.03868471953578337,0.05029013539651837,0.019342359767891684,0.6034816247582205,0.12959381044487428,0.10058027079303675,0.019342359767891684,ultraconservador
317946,0.029233870967741934,0.029233870967741934,0.04939516129032258,0.009072580645161291,0.623991935483871,0.03931451612903226,0.18044354838709678,0.03931451612903226,ultraconservador
491336,0.040123456790123455,0.009259259259259259,0.029835390946502057,0.029835390946502057,0.4609053497942387,0.31069958847736623,0.08950617283950617,0.029835390946502057,ultraconservador
622151,0.03979460847240052,0.019255455712451863,0.05006418485237484,0.03979460847240052,0.3607188703465982,0.441591784338896,0.029525032092426188,0.019255455712451863,ultraconservador
760315,0.019402985074626865,0.029850746268656716,0.029850746268656716,0.019402985074626865,0.43134328358208956,0.46119402985074626,0.008955223880597015,0.0,ultraconservador
196253,0.019744483159117306,0.029036004645760744,0.009291521486643438,0.03948896631823461,0.5017421602787456,0.34146341463414637,0.009291521486643438,0.04994192799070848,ultraconservador
244862,0.029154518950437316,0.03935860058309038,0.03935860058309038,0.018950437317784258,0.5335276967930029,0.260932944606414,0.04956268221574344,0.029154518950437316,ultraconservador
384524,0.04975922953451043,0.04012841091492777,0.028892455858747994,0.028892455858747994,0.492776886035313,0.13964686998394862,0.20064205457463885,0.019261637239165328,ultraconservador
820335,0.03985507246376811,0.00966183574879227,0.00966183574879227,0.03985507246376811,0.6123188405797102,0.25,0.01932367149758454,0.01932367149758454,ultraconservador
330531,0.01957585644371941,0.02936378466557912,0.01957585644371941,0.03915171288743882,0.5628058727569332,0.2300163132137031,0.0701468189233279,0.02936378466557912,ultraconservador
881274,0.039806996381182146,0.009650180940892641,0.019300361881785282,0.04945717732207479,0.3413751507840772,0.38118214716525933,0.14957780458383596,0.009650180940892641,ultraconservador
347713,0.029263370332996974,0.029263370332996974,0.04944500504540868,0.039354187689202826,0.4924318869828456,0.09989909182643794,0.2209889001009082,0.039354187689202826,ultraconservador
374840,0.01971090670170828,0.04993429697766097,0.03942181340341656,0.01971090670170828,0.6123521681997371,0.02890932982917214,0.1800262812089356,0.04993429697766097,ultraconservador
339400,0.01985981308411215,0.0397196261682243,0.029205607476635514,0.0397196261682243,0.35046728971962615,0.36098130841121495,0.12032710280373832,0.0397196261682243,ultraconservador
257426,0.02962962962962963,0.039153439153439155,0.01904761904761905,0.02962962962962963,0.3915343915343915,0.33121693121693124,0.13015873015873017,0.02962962962962963,ultraconservador
221647,0.009708737864077669,0.019417475728155338,0.04854368932038835,0.04854368932038835,0.36310679611650487,0.341747572815534,0.13009708737864079,0.038834951456310676,ultraconservador
582357,0.009784735812133072,0.019569471624266144,0.019569471624266144,0.03913894324853229,0.5831702544031311,0.18003913894324852,0.12915851272015655,0.019569471624266144,ultraconservador
740485,0.04930662557781202,0.040061633281972264,0.009244992295839754,0.040061633281972264,0.5624036979969184,0.08936825885978428,0.1694915254237288,0.040061633281972264,ultraconservador
652844,0.03875968992248062,0.009302325581395349,0.009302325581395349,0.03875968992248062,0.33178294573643413,0.5023255813953489,0.06976744186046512,0.0,ultraconservador
656134,0.02914798206278027,0.008968609865470852,0.02914798206278027,0.01905829596412556,0.48318385650224216,0.3419282511210762,0.0795964125560538,0.008968609865470852,ultraconservador
697667,0.01939655172413793,0.03987068965517242,0.009698275862068966,0.01939655172413793,0.4213362068965517,0.44073275862068967,0.04956896551724138,0.0,ultraconservador
375686,0.04920212765957447,0.0199468085106383,0.02925531914893617,0.0398936170212766,0.5625,0.09973404255319149,0.1595744680851064,0.0398936170212766,ultraconservador
205009,0.049937578027465665,0.049937578027465665,0.039950062421972535,0.0299625468164794,0.4706616729088639,0.16978776529338327,0.16978776529338327,0.019975031210986267,ultraconservador
214462,0.03991811668372569,0.03991811668372569,0.02968270214943705,0.02968270214943705,0.44114636642784033,0.27021494370522003,0.10951893551688843,0.03991811668372569,ultraconservador
431431,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.009433962264150943,0.49245283018867925,0.35094339622641507,0.06037735849056604,0.03018867924528302,ultraconservador
105723,0.039572192513368985,0.029946524064171122,0.009625668449197862,0.019251336898395723,0.6224598930481283,0.08983957219251337,0.17005347593582887,0.019251336898395723,ultraconservador
296795,0.009696969696969697,0.019393939393939394,0.02909090909090909,0.019393939393939394,0.5018181818181818,0.39151515151515154,0.009696969696969697,0.019393939393939394,ultraconservador
637780,0.029572836801752465,0.03943044906900329,0.029572836801752465,0.04928806133625411,0.6527929901423878,0.03943044906900329,0.15005476451259583,0.009857612267250822,ultraconservador
827060,0.009793253536452665,0.029379760609358,0.029379760609358,0.01958650707290533,0.47116430903155604,0.18063112078346028,0.2100108813928183,0.05005440696409141,ultraconservador
440651,0.009724473257698542,0.009724473257698542,0.029173419773095625,0.009724473257698542,0.5218800648298217,0.1507293354943274,0.23014586709886548,0.03889789303079417,ultraconservador
776889,0.029832935560859187,0.029832935560859187,0.029832935560859187,0.01909307875894988,0.3914081145584726,0.3914081145584726,0.06921241050119331,0.03937947494033413,ultraconservador
435926,0.02975206611570248,0.019834710743801654,0.009917355371900827,0.019834710743801654,0.571900826446281,0.20991735537190082,0.08925619834710743,0.049586776859504134,ultraconservador
874388,0.029585798816568046,0.04930966469428008,0.029585798816568046,0.03944773175542406,0.5424063116370809,0.07889546351084813,0.23076923076923078,0.0,ultraconservador
242853,0.04887218045112782,0.018796992481203006,0.009398496240601503,0.03007518796992481,0.5639097744360902,0.24060150375939848,0.06954887218045112,0.018796992481203006,ultraconservador
349776,0.03955500618046971,0.049443757725587144,0.029666254635352288,0.03955500618046971,0.6217552533992583,0.009888751545117428,0.1903584672435105,0.019777503090234856,ultraconservador
